Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2011930002920,341820,733000,-2.946328,56.485545,Tayside,Serious,1,1,02/10/2011,Sunday,16:20,Dundee City,Dundee City,C,236,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002934,338710,732500,-2.996702,56.480659,Tayside,Slight,2,1,01/10/2011,Saturday,14:00,Dundee City,Dundee City,B,960,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002938,342810,731590,-2.929944,56.473001,Tayside,Serious,1,1,26/09/2011,Monday,12:40,Dundee City,Dundee City,B,959,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002939,340080,731120,-2.974145,56.468439,Tayside,Slight,2,1,02/10/2011,Sunday,13:00,Dundee City,Dundee City,C,245,Single carriageway,30,T or staggered junction,Auto traffic signal,C,209,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002941,345800,731010,-2.881294,56.468144,Tayside,Slight,2,1,10/10/2011,Monday,10:00,Dundee City,Dundee City,A,930,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002976,340200,730940,-2.972156,56.466837,Tayside,Slight,1,1,08/10/2011,Saturday,20:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003011,339410,732420,-2.98532,56.480031,Tayside,Serious,2,1,30/09/2011,Friday,13:00,Dundee City,Dundee City,B,960,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003014,345360,732130,-2.88867,56.478155,Tayside,Slight,2,2,16/10/2011,Sunday,19:00,Dundee City,Dundee City,A,92,Dual carriageway,40,T or staggered junction,Auto traffic signal,B,978,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003015,339780,730590,-2.978891,56.46364,Tayside,Slight,2,1,16/10/2011,Sunday,13:50,Dundee City,Dundee City,Unclassified,0,Roundabout,40,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003017,336610,731500,-3.030549,56.471398,Tayside,Slight,2,1,18/10/2011,Tuesday,09:05,Dundee City,Dundee City,C,232,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003075,342680,731100,-2.931946,56.468583,Tayside,Slight,2,1,20/09/2011,Tuesday,17:00,Dundee City,Dundee City,Unclassified,0,Dual carriageway,40,T or staggered junction,Auto traffic signal,A,92,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930003079,340310,730730,-2.970323,56.464965,Tayside,Slight,1,1,29/09/2011,Thursday,14:40,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Auto traffic signal,C,209,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003101,345430,731130,-2.887324,56.46918,Tayside,Slight,3,2,22/10/2011,Saturday,11:00,Dundee City,Dundee City,A,930,Single carriageway,30,Crossroads,Give way or uncontrolled,C,227,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003106,339920,730230,-2.976536,56.460424,Tayside,Slight,2,1,06/10/2011,Thursday,11:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003113,339450,731880,-2.984545,56.475185,Tayside,Serious,1,1,19/10/2011,Wednesday,16:40,Dundee City,Dundee City,C,222,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003125,342330,732570,-2.937952,56.481745,Tayside,Slight,2,1,27/10/2011,Thursday,07:00,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003129,338430,732520,-3.001252,56.480802,Tayside,Slight,2,1,01/03/2011,Tuesday,12:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,B,960,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003138,340180,730090,-2.972286,56.459199,Tayside,Slight,1,1,01/11/2011,Tuesday,21:10,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003150,338980,733200,-2.992483,56.486982,Tayside,Serious,3,1,23/10/2011,Sunday,19:20,Dundee City,Dundee City,B,960,Single carriageway,30,Crossroads,Give way or uncontrolled,C,250,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003153,342770,731570,-2.930589,56.472816,Tayside,Slight,2,1,01/11/2011,Tuesday,15:00,Dundee City,Dundee City,B,959,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003161,345350,732130,-2.888832,56.478153,Tayside,Slight,2,1,06/11/2011,Sunday,11:40,Dundee City,Dundee City,A,92,Dual carriageway,40,T or staggered junction,Auto traffic signal,B,978,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003180,339810,731680,-2.978656,56.473435,Tayside,Slight,1,1,28/10/2011,Friday,16:30,Dundee City,Dundee City,B,960,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003209,340140,730670,-2.973068,56.464404,Tayside,Slight,2,1,27/10/2011,Thursday,07:00,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003226,343540,733670,-2.918547,56.491774,Tayside,Slight,2,3,04/11/2011,Friday,18:00,Dundee City,Dundee City,C,239,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930003228,343070,731650,-2.925738,56.473571,Tayside,Slight,2,1,06/11/2011,Sunday,20:10,Dundee City,Dundee City,B,959,Single carriageway,30,Roundabout,Give way or uncontrolled,A,972,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930003229,341090,731210,-2.957775,56.469375,Tayside,Slight,2,3,16/09/2011,Friday,05:30,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Auto traffic signal,A,929,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003231,342960,731630,-2.927519,56.473378,Tayside,Slight,2,2,31/10/2011,Monday,14:50,Dundee City,Dundee City,B,959,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003233,339920,730170,-2.976522,56.459885,Tayside,Slight,2,1,06/11/2011,Sunday,13:25,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003244,340160,733700,-2.97344,56.491625,Tayside,Slight,2,1,10/11/2011,Thursday,11:55,Dundee City,Dundee City,C,236,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930003248,337580,731960,-3.014916,56.47566,Tayside,Slight,1,1,17/11/2011,Thursday,07:05,Dundee City,Dundee City,A,923,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930003261,334240,732950,-3.069378,56.484097,Tayside,Serious,2,1,21/10/2011,Friday,12:10,Dundee City,Dundee City,Unclassified,328,Single carriageway,60,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,
2011930003262,340240,730660,-2.971443,56.464327,Tayside,Slight,2,1,14/10/2011,Friday,13:15,Dundee City,Dundee City,C,204,Single carriageway,30,T or staggered junction,Auto traffic signal,A,929,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2011930003276,342050,732320,-2.942442,56.479465,Tayside,Slight,2,2,03/11/2011,Thursday,13:45,Dundee City,Dundee City,C,211,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003323,343310,732090,-2.921938,56.477553,Tayside,Slight,2,1,04/11/2011,Friday,17:00,Dundee City,Dundee City,B,961,Single carriageway,30,Roundabout,Give way or uncontrolled,C,200,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930003324,347020,731080,-2.861509,56.468912,Tayside,Slight,3,2,05/11/2011,Saturday,09:45,Dundee City,Dundee City,A,930,Single carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930003398,338600,731790,-2.99832,56.474267,Tayside,Slight,2,1,12/10/2011,Wednesday,15:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003399,337220,733990,-3.021249,56.493847,Tayside,Slight,2,1,10/10/2011,Monday,13:10,Dundee City,Dundee City,C,218,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003407,338450,732600,-3.000947,56.481523,Tayside,Slight,2,2,31/10/2011,Monday,16:00,Dundee City,Dundee City,C,252,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003424,338820,729790,-2.99428,56.45633,Tayside,Slight,1,1,02/11/2011,Wednesday,09:25,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003433,338200,731290,-3.004694,56.469723,Tayside,Slight,2,1,09/11/2011,Wednesday,16:59,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930003434,337560,731980,-3.015246,56.475837,Tayside,Slight,2,1,09/11/2011,Wednesday,16:10,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930003436,343080,731660,-2.925577,56.473662,Tayside,Slight,2,1,09/11/2011,Wednesday,07:40,Dundee City,Dundee City,A,92,Roundabout,30,Roundabout,Give way or uncontrolled,B,959,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2011930003438,341620,734040,-2.949808,56.494863,Tayside,Serious,1,1,10/11/2011,Thursday,09:10,Dundee City,Dundee City,A,90,Dual carriageway,40,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,Oil or diesel,None,Rural,Yes,
2011930003441,342690,733760,-2.93237,56.492479,Tayside,Slight,3,1,10/11/2011,Thursday,16:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930003443,340540,730550,-2.96655,56.463377,Tayside,Slight,1,1,10/11/2011,Thursday,15:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,Roadworks,None,Urban,No,
2011930003445,342920,732600,-2.92838,56.482087,Tayside,Serious,1,1,13/11/2011,Sunday,17:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930003446,343200,731840,-2.923669,56.475294,Tayside,Serious,1,2,13/11/2011,Sunday,23:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930003451,339710,731430,-2.980221,56.471176,Tayside,Slight,2,1,14/11/2011,Monday,07:35,Dundee City,Dundee City,Unclassified,0,One way street,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
